Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
Casa de Condomínio;Joá;4;3;2;300;10000.0;1630.0;650.0;33.33;Casa
Apartamento;Tijuca;2;0;0;79;1200.0;917.0;91.0;15.19;Apartamento
Apartamento;Copacabana;3;1;1;273;7500.0;2032.0;6981.0;27.47;Apartamento
Apartamento;Ipanema;4;4;4;500;35000.0;13000.0;1200.0;70.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1500.0;600.0;0.0;18.75;Apartamento
Apartamento;Leblon;2;1;1;82;5900.0;1128.0;300.0;71.95;Apartamento
Apartamento;Ipanema;3;1;1;126;6000.0;1650.0;590.0;47.62;Apartamento
Apartamento;Copacabana;2;1;0;80;2800.0;850.0;120.0;35.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;1300.0;1000.0;0.0;20.0;Apartamento
Apartamento;Barra da Tijuca;3;3;3;248;3800.0;3857.0;1462.0;15.32;Apartamento
Apartamento;Laranjeiras;1;0;0;49;2100.0;356.0;55.0;42.86;Apartamento
Casa de Condomínio;Campo Grande;2;1;1;75;1100.0;400.0;0.0;14.67;Casa
Apartamento;Ipanema;4;2;3;300;23500.0;3500.0;0.0;78.33;Apartamento
Apartamento;Ipanema;3;2;1;110;5500.0;2100.0;340.0;50.0;Apartamento
Apartamento;Copacabana;4;1;1;230;5000.0;1815.0;506.0;21.74;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;5;900;21000.0;1300.0;1600.0;23.33;Casa
Apartamento;Recreio dos Bandeirantes;2;1;1;90;1700.0;549.0;212.0;18.89;Apartamento
Apartamento;Centro;1;0;0;45;2000.0;633.0;779.0;44.44;Apartamento
Apartamento;Laranjeiras;2;0;0;78;3000.0;502.0;0.0;38.46;Apartamento
Apartamento;Glória;1;0;0;35;1300.0;217.0;136.0;37.14;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;300;4200.0;1236.0;3327.0;14.0;Apartamento
Apartamento;Tijuca;2;0;0;66;1650.0;545.0;0.0;25.0;Apartamento
Apartamento;Humaitá;2;0;0;74;2000.0;680.0;98.0;27.03;Apartamento
Apartamento;Méier;2;1;0;79;1400.0;560.0;36.0;17.72;Apartamento
Apartamento;Tijuca;1;0;0;52;1500.0;550.0;49.0;28.85;Apartamento
Apartamento;Tijuca;2;1;0;68;1850.0;765.0;108.0;27.21;Apartamento
Apartamento;Copacabana;1;0;0;47;1900.0;1400.0;185.0;40.43;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;2200.0;670.0;0.0;33.85;Apartamento
Casa;Cascadura;3;0;0;60;1200.0;0.0;0.0;20.0;Casa
Apartamento;Ipanema;2;1;1;97;3000.0;791.0;195.0;30.93;Apartamento
Apartamento;Botafogo;3;1;0;120;3600.0;1050.0;210.0;30.0;Apartamento
Apartamento;Andaraí;3;2;1;103;1700.0;640.0;0.0;16.5;Apartamento
Apartamento;Tijuca;1;1;0;68;1600.0;447.0;64.0;23.53;Apartamento
Apartamento;Laranjeiras;2;1;1;85;4600.0;1600.0;0.0;54.12;Apartamento
Apartamento;Leblon;3;1;1;190;12500.0;3630.0;545.0;65.79;Apartamento
Apartamento;Laranjeiras;2;1;0;69;1900.0;1100.0;953.0;27.54;Apartamento
Apartamento;Marechal Hermes;1;0;0;33;600.0;3.0;0.0;18.18;Apartamento
Apartamento;Ipanema;3;2;3;450;30000.0;4640.0;1650.0;66.67;Apartamento
Apartamento;Tijuca;2;1;0;70;2300.0;840.0;0.0;32.86;Apartamento
Apartamento;Moneró;2;0;0;55;1200.0;350.0;0.0;21.82;Apartamento
Apartamento;Leblon;4;2;1;200;11500.0;3055.0;500.0;57.5;Apartamento
Apartamento;Jacarepaguá;3;2;1;200;5000.0;1855.0;230.0;25.0;Apartamento
Apartamento;Cachambi;2;0;0;80;1100.0;440.0;13.0;13.75;Apartamento
Casa de Condomínio;Taquara;6;6;5;722;5000.0;380.0;700.0;6.93;Casa
Apartamento;Copacabana;3;1;1;140;6000.0;1200.0;0.0;42.86;Apartamento
Apartamento;Tijuca;2;1;0;81;2000.0;950.0;0.0;24.69;Apartamento
Apartamento;Copacabana;2;0;0;58;2200.0;470.0;70.0;37.93;Apartamento
Apartamento;Copacabana;3;0;0;160;6000.0;2000.0;220.0;37.5;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;180;4000.0;600.0;3800.0;22.22;Apartamento
Apartamento;São Conrado;4;2;1;150;4800.0;1790.0;380.0;32.0;Apartamento
Apartamento;Ipanema;2;2;1;147;7500.0;1900.0;690.0;51.02;Apartamento
Apartamento;Campo Grande;3;0;0;50;1000.0;302.0;0.0;20.0;Apartamento
Casa;Vila Isabel;2;0;0;45;1400.0;80.0;0.0;31.11;Casa
Apartamento;Barra da Tijuca;3;3;1;135;10000.0;2600.0;700.0;74.07;Apartamento
Apartamento;Centro;1;1;0;42;1700.0;560.0;47.0;40.48;Apartamento
Apartamento;Tijuca;3;1;1;91;2300.0;832.0;123.0;25.27;Apartamento
Apartamento;Rio Comprido;2;0;0;70;1500.0;240.0;13.0;21.43;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;90;3000.0;650.0;0.0;33.33;Apartamento
Apartamento;Leblon;3;2;3;300;15000.0;4500.0;1700.0;50.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;69;2300.0;550.0;1400.0;33.33;Apartamento
Apartamento;Copacabana;4;1;1;191;4150.0;3000.0;452.0;21.73;Apartamento
Apartamento;Laranjeiras;2;0;0;100;2700.0;650.0;100.0;27.0;Apartamento
Casa;Barra da Tijuca;5;10;5;600;20000.0;2000.0;0.0;33.33;Casa
Apartamento;Engenho de Dentro;2;1;0;51;1200.0;120.0;14.0;23.53;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;3;185;3200.0;950.0;400.0;17.3;Apartamento
Apartamento;Ipanema;3;1;1;140;7499.0;2900.0;500.0;53.56;Apartamento
Apartamento;Leblon;3;3;1;250;17000.0;5355.0;1200.0;68.0;Apartamento
Apartamento;Tijuca;2;1;0;70;2100.0;70.0;0.0;30.0;Apartamento
Apartamento;Tijuca;2;0;0;101;1400.0;627.0;91.0;13.86;Apartamento
Apartamento;Lagoa;2;1;1;71;2850.0;1280.0;318.0;40.14;Apartamento
Apartamento;Lagoa;3;1;1;150;6000.0;950.0;390.0;40.0;Apartamento
Apartamento;Barra da Tijuca;1;0;0;68;1600.0;1100.0;255.0;23.53;Apartamento
Apartamento;São Conrado;3;1;1;114;3200.0;1280.0;1900.0;28.07;Apartamento
Apartamento;Laranjeiras;3;0;0;111;2300.0;767.0;127.0;20.72;Apartamento
Apartamento;Flamengo;2;0;0;68;1960.0;720.0;100.0;28.82;Apartamento
Apartamento;Flamengo;1;0;0;35;1300.0;585.0;0.0;37.14;Apartamento
Apartamento;Copacabana;3;0;1;98;3100.0;917.0;209.0;31.63;Apartamento
Casa de Condomínio;Pedra de Guaratiba;2;1;0;80;1300.0;75.0;0.0;16.25;Casa
Apartamento;Barra da Tijuca;2;1;1;70;3000.0;750.0;150.0;42.86;Apartamento
Apartamento;Vila Valqueire;2;1;0;45;800.0;280.0;14.0;17.78;Apartamento
Apartamento;Leblon;4;3;4;256;15000.0;3080.0;1235.0;58.59;Apartamento
Apartamento;Botafogo;4;2;2;693;15000.0;4083.0;1800.0;21.65;Apartamento
Apartamento;Barra da Tijuca;4;3;4;273;13000.0;2726.0;657.0;47.62;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;68;1500.0;788.0;136.0;22.06;Apartamento
Casa de Condomínio;Vargem Grande;2;2;1;90;1900.0;550.0;250.0;21.11;Casa
Apartamento;Copacabana;4;1;2;190;6500.0;2900.0;366.0;34.21;Apartamento
Apartamento;Barra da Tijuca;4;2;1;158;5200.0;1845.0;238.0;32.91;Apartamento
Apartamento;Botafogo;2;1;1;85;3900.0;900.0;0.0;45.88;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2800.0;1202.0;266.0;31.11;Apartamento
Apartamento;Ipanema;3;2;1;180;7800.0;2200.0;387.0;43.33;Apartamento
Apartamento;Vila da Penha;2;1;0;47;1800.0;604.0;0.0;38.3;Apartamento
Apartamento;Barra da Tijuca;3;3;2;240;9500.0;3526.0;1502.0;39.58;Apartamento
Casa de Vila;Abolição;2;0;0;68;1200.0;65.0;135.0;17.65;Casa
Apartamento;Tijuca;3;1;1;170;3000.0;1200.0;200.0;17.65;Apartamento
Apartamento;Ipanema;4;1;1;201;20000.0;4100.0;1000.0;99.5;Apartamento
Apartamento;Barra da Tijuca;3;2;1;175;4000.0;1604.0;3600.0;22.86;Apartamento
Apartamento;Copacabana;3;1;1;150;4000.0;1500.0;315.0;26.67;Apartamento
Apartamento;Copacabana;1;0;0;38;1700.0;550.0;38.0;44.74;Apartamento
Apartamento;Ipanema;4;2;1;200;10900.0;3700.0;0.0;54.5;Apartamento
Apartamento;Ipanema;3;1;2;110;10000.0;750.0;230.0;90.91;Apartamento
Casa de Condomínio;Campo Grande;2;0;0;75;1500.0;360.0;0.0;20.0;Casa
Apartamento;Copacabana;3;1;1;153;3500.0;1440.0;0.0;22.88;Apartamento
Apartamento;Copacabana;2;0;0;74;2500.0;830.0;720.0;33.78;Apartamento
Apartamento;Copacabana;2;2;1;98;3900.0;760.0;261.0;39.8;Apartamento
Quitinete;Copacabana;1;0;0;30;1400.0;450.0;100.0;46.67;Apartamento
Apartamento;Curicica;2;0;0;80;1200.0;80.0;0.0;15.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;88;1600.0;740.0;143.0;18.18;Apartamento
Apartamento;Honório Gurgel;2;1;0;50;450.0;340.0;0.0;9.0;Apartamento
Apartamento;Barra da Tijuca;4;2;4;240;8000.0;4500.0;1000.0;33.33;Apartamento
Apartamento;Leblon;3;1;0;98;4000.0;1240.0;164.0;40.82;Apartamento
Apartamento;Lagoa;3;1;1;100;3600.0;1630.0;305.0;36.0;Apartamento
Quitinete;Botafogo;1;0;0;35;1600.0;400.0;0.0;45.71;Apartamento
Apartamento;Centro;2;0;0;53;1500.0;450.0;0.0;28.3;Apartamento
Apartamento;Ipanema;3;1;0;120;5300.0;2100.0;500.0;44.17;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;82;1400.0;861.0;0.0;17.07;Apartamento
Apartamento;Laranjeiras;3;1;1;105;2500.0;1156.0;216.0;23.81;Apartamento
Apartamento;Gávea;2;1;0;90;4600.0;900.0;270.0;51.11;Apartamento
Apartamento;Flamengo;3;2;0;435;12000.0;2009.0;12390.0;27.59;Apartamento
Apartamento;Gávea;2;1;0;87;3300.0;1100.0;145.0;37.93;Apartamento
Apartamento;Ipanema;3;1;1;140;7300.0;2900.0;500.0;52.14;Apartamento
Apartamento;Tijuca;2;0;1;84;2100.0;1150.0;408.0;25.0;Apartamento
Apartamento;Botafogo;3;1;1;107;4900.0;1300.0;276.0;45.79;Apartamento
Casa;Ramos;2;1;0;50;1000.0;0.0;120.0;20.0;Casa
Apartamento;Barra da Tijuca;2;1;0;58;1300.0;698.0;0.0;22.41;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;1100.0;970.0;1.0;14.1;Apartamento
Apartamento;Humaitá;2;1;0;86;4000.0;1259.0;188.0;46.51;Apartamento
Apartamento;Leblon;3;2;2;132;4800.0;1400.0;0.0;36.36;Apartamento
Casa;Barra da Tijuca;6;1;0;425;13000.0;0.0;580.0;30.59;Casa
Apartamento;Recreio dos Bandeirantes;4;2;2;160;1900.0;1038.0;0.0;11.88;Apartamento
Apartamento;Lagoa;1;1;0;50;3000.0;1600.0;380.0;60.0;Apartamento
Apartamento;Botafogo;3;2;1;105;3900.0;1209.0;203.0;37.14;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;6600.0;1800.0;450.0;73.33;Apartamento
Apartamento;Leblon;3;2;2;90;7500.0;1400.0;0.0;83.33;Apartamento
Apartamento;Ipanema;2;1;2;95;8300.0;3280.0;0.0;87.37;Apartamento
Apartamento;Copacabana;1;0;0;45;1700.0;470.0;58.0;37.78;Apartamento
Apartamento;Copacabana;3;1;1;280;5500.0;1369.0;248.0;19.64;Apartamento
Apartamento;Leblon;3;2;1;160;9000.0;2800.0;0.0;56.25;Apartamento
Apartamento;Copacabana;3;1;1;130;5000.0;1100.0;0.0;38.46;Apartamento
Apartamento;Ipanema;3;1;1;150;25000.0;1616.0;4255.0;166.67;Apartamento
Apartamento;Ipanema;4;3;3;330;25000.0;1400.0;500.0;75.76;Apartamento
Apartamento;Leblon;1;1;0;55;3500.0;780.0;183.0;63.64;Apartamento
Apartamento;Botafogo;1;1;0;50;2600.0;1230.0;137.0;52.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;1400.0;70.0;600.0;23.33;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;181;4500.0;950.0;700.0;24.86;Apartamento
Apartamento;Ipanema;2;1;0;56;2600.0;990.0;204.0;46.43;Apartamento
Apartamento;Grajaú;2;0;0;67;1400.0;420.0;0.0;20.9;Apartamento
Apartamento;Barra da Tijuca;4;2;1;192;5800.0;1852.0;0.0;30.21;Apartamento
Apartamento;Flamengo;3;2;1;104;4300.0;1739.0;248.0;41.35;Apartamento
Apartamento;Lagoa;3;1;1;95;3100.0;1710.0;330.0;32.63;Apartamento
Apartamento;Leblon;1;0;0;35;2100.0;700.0;120.0;60.0;Apartamento
Casa de Condomínio;Vargem Grande;3;3;1;115;2250.0;880.0;120.0;19.57;Casa
Apartamento;Freguesia (Jacarepaguá);2;1;1;62;1500.0;631.0;0.0;24.19;Apartamento
Apartamento;Olaria;3;1;1;80;1000.0;678.0;30.0;12.5;Apartamento
Apartamento;Tijuca;1;0;0;58;1100.0;408.0;0.0;18.97;Apartamento
Apartamento;Flamengo;3;1;1;250;9000.0;1650.0;583.0;36.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;75;1800.0;870.0;150.0;24.0;Apartamento
Apartamento;Barra da Tijuca;2;1;0;52;1300.0;675.0;97.0;25.0;Apartamento
Apartamento;Santo Cristo;2;0;0;69;900.0;205.0;0.0;13.04;Apartamento
Apartamento;Ipanema;1;0;0;55;3800.0;900.0;210.0;69.09;Apartamento
Apartamento;Barra da Tijuca;3;2;1;100;2200.0;1600.0;350.0;22.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;68;1500.0;700.0;0.0;22.06;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;50;900.0;350.0;15.0;18.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;84;2500.0;2085.0;265.0;29.76;Apartamento
Casa;Recreio dos Bandeirantes;4;5;3;386;15000.0;0.0;610.0;38.86;Casa
Apartamento;Bonsucesso;2;0;0;60;900.0;110.0;33.0;15.0;Apartamento
Apartamento;Ipanema;3;2;3;220;25000.0;2500.0;0.0;113.64;Apartamento
Apartamento;Leblon;2;2;1;160;7500.0;3265.0;1145.0;46.88;Apartamento
Apartamento;Urca;2;0;1;160;8000.0;1970.0;0.0;50.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;105;2300.0;648.0;0.0;21.9;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;92;2100.0;560.0;210.0;22.83;Apartamento
Apartamento;Ipanema;3;0;1;130;4000.0;1320.0;195.0;30.77;Apartamento
Apartamento;Catete;1;1;1;44;2100.0;520.0;55.0;47.73;Apartamento
Apartamento;Lagoa;4;4;2;401;8000.0;2211.0;1097.0;19.95;Apartamento
Apartamento;Copacabana;3;1;3;192;6500.0;2200.0;5240.0;33.85;Apartamento
Apartamento;Campo Grande;2;1;0;60;900.0;600.0;0.0;15.0;Apartamento
Apartamento;Leblon;3;2;1;118;7500.0;1537.0;430.0;63.56;Apartamento
Apartamento;Ipanema;2;2;0;210;10500.0;1880.0;790.0;50.0;Apartamento
Apartamento;Ipanema;4;1;1;150;8500.0;1800.0;500.0;56.67;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;66;1400.0;570.0;130.0;21.21;Apartamento
Apartamento;Barra da Tijuca;3;2;2;140;5500.0;1900.0;700.0;39.29;Apartamento
Apartamento;Pechincha;1;1;0;54;850.0;347.0;14.0;15.74;Apartamento
Apartamento;Jacarepaguá;2;0;1;53;1300.0;547.0;0.0;24.53;Apartamento
Apartamento;Leblon;4;1;1;150;9500.0;2100.0;400.0;63.33;Apartamento
Quitinete;Centro;1;0;0;35;700.0;312.0;28.0;20.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;195;3950.0;1000.0;450.0;20.26;Apartamento
Apartamento;Flamengo;1;0;0;60;2700.0;1000.0;200.0;45.0;Apartamento
Apartamento;Ipanema;3;2;1;117;6300.0;2200.0;4500.0;53.85;Apartamento
Apartamento;Praça Seca;2;1;0;74;700.0;250.0;13.0;9.46;Apartamento
Casa;Campo Grande;2;1;2;90;1200.0;0.0;0.0;13.33;Casa
Casa de Condomínio;Campo Grande;2;2;0;200;1100.0;280.0;0.0;5.5;Casa
Casa;Campo Grande;2;1;1;100;1000.0;0.0;0.0;10.0;Casa
Casa de Condomínio;Barra da Tijuca;4;5;3;453;8500.0;520.0;684.0;18.76;Casa
Apartamento;Leblon;3;2;1;147;7500.0;1028.0;247.0;51.02;Apartamento
Apartamento;Barra da Tijuca;4;4;4;430;17000.0;4000.0;1700.0;39.53;Apartamento
Apartamento;Tijuca;1;0;0;63;1300.0;245.0;47.0;20.63;Apartamento
Apartamento;Ipanema;4;3;3;180;14000.0;4000.0;720.0;77.78;Apartamento
Apartamento;Abolição;2;0;0;43;800.0;341.0;14.0;18.6;Apartamento
Apartamento;Humaitá;2;0;0;65;2300.0;650.0;122.0;35.38;Apartamento
Apartamento;Anil;1;1;0;40;1100.0;320.0;13.0;27.5;Apartamento
Apartamento;Barra da Tijuca;3;2;1;90;2700.0;1500.0;330.0;30.0;Apartamento
Apartamento;Tijuca;2;0;0;75;1300.0;461.0;62.0;17.33;Apartamento
Apartamento;Península;2;1;1;80;2600.0;1351.0;0.0;32.5;Apartamento
Apartamento;Barra da Tijuca;2;2;1;108;3800.0;1500.0;1700.0;35.19;Apartamento
Apartamento;Barra da Tijuca;2;1;1;87;2200.0;788.0;0.0;25.29;Apartamento
Apartamento;Barra da Tijuca;2;2;1;110;4500.0;19597.0;587.0;40.91;Apartamento
Apartamento;Tijuca;3;2;1;125;2800.0;1570.0;211.0;22.4;Apartamento
Apartamento;Leblon;2;2;2;110;5000.0;1800.0;420.0;45.45;Apartamento
Apartamento;Barra da Tijuca;2;2;0;78;2500.0;700.0;150.0;32.05;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;149;2500.0;1300.0;1595.0;16.78;Apartamento
Apartamento;Tijuca;1;0;0;46;1300.0;600.0;48.0;28.26;Apartamento
Apartamento;Leme;1;0;0;55;2000.0;585.0;79.0;36.36;Apartamento
Apartamento;Botafogo;3;2;2;126;6500.0;1350.0;270.0;51.59;Apartamento
Apartamento;Tijuca;3;1;1;115;2500.0;1200.0;0.0;21.74;Apartamento
Apartamento;Campo Grande;2;0;0;47;800.0;60.0;0.0;17.02;Apartamento
Apartamento;Botafogo;2;1;0;103;2600.0;950.0;233.0;25.24;Apartamento
Apartamento;Copacabana;1;0;0;45;1700.0;560.0;30.0;37.78;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;115;1990.0;950.0;100.0;17.3;Apartamento
Apartamento;Jardim Botânico;2;2;1;74;2950.0;1423.0;194.0;39.86;Apartamento
Apartamento;Botafogo;3;2;1;105;4000.0;1104.0;0.0;38.1;Apartamento
Apartamento;Botafogo;2;0;0;57;2200.0;760.0;136.0;38.6;Apartamento
Apartamento;Copacabana;1;0;0;50;1800.0;520.0;30.0;36.0;Apartamento
Apartamento;Jardim Guanabara;2;1;0;90;1700.0;400.0;1200.0;18.89;Apartamento
Apartamento;Leblon;4;2;4;200;10500.0;2710.0;944.0;52.5;Apartamento
Apartamento;Barra da Tijuca;4;3;1;187;5000.0;1742.0;498.0;26.74;Apartamento
Apartamento;Ipanema;3;1;1;120;7000.0;1800.0;370.0;58.33;Apartamento
Apartamento;Flamengo;1;0;0;65;3000.0;623.0;172.0;46.15;Apartamento
Casa;Urca;5;2;2;350;19000.0;0.0;0.0;54.29;Casa
Apartamento;Curicica;2;1;0;50;1400.0;450.0;150.0;28.0;Apartamento
Apartamento;Ipanema;4;2;2;380;20500.0;7950.0;0.0;53.95;Apartamento
Apartamento;Barra da Tijuca;4;3;2;420;8000.0;2700.0;0.0;19.05;Apartamento
Apartamento;Vargem Pequena;2;1;1;70;1800.0;857.0;0.0;25.71;Apartamento
Quitinete;Copacabana;1;0;0;30;1500.0;551.0;30.0;50.0;Apartamento
Apartamento;Laranjeiras;3;1;1;155;3300.0;1325.0;0.0;21.29;Apartamento
Apartamento;Leblon;3;2;1;150;10000.0;1940.0;400.0;66.67;Apartamento
Apartamento;Méier;3;1;1;83;1000.0;836.0;95.0;12.05;Apartamento
Apartamento;Recreio dos Bandeirantes;4;6;3;630;7500.0;1535.0;12785.0;11.9;Apartamento
Casa de Condomínio;Taquara;4;4;2;680;4500.0;400.0;300.0;6.62;Casa
Apartamento;Ipanema;3;2;1;263;7500.0;3150.0;700.0;28.52;Apartamento
Apartamento;Jardim Botânico;3;2;1;145;4500.0;1350.0;420.0;31.03;Apartamento
Casa;Urca;5;1;3;320;17000.0;0.0;396.0;53.12;Casa
Apartamento;Barra da Tijuca;4;3;1;180;7500.0;2400.0;700.0;41.67;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;5000.0;2350.0;350.0;62.5;Apartamento
Casa;Barra da Tijuca;4;2;1;213;6760.0;1010.0;1096.0;31.74;Casa
Casa;Jardim Botânico;4;3;4;452;20000.0;0.0;0.0;44.25;Casa
Apartamento;Recreio dos Bandeirantes;4;2;1;260;3800.0;850.0;500.0;14.62;Apartamento
Apartamento;Barra da Tijuca;3;2;1;112;2200.0;1752.0;256.0;19.64;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;200;4500.0;1350.0;0.0;22.5;Casa
Apartamento;Barra da Tijuca;2;1;1;63;1300.0;990.0;112.0;20.63;Apartamento
Apartamento;Andaraí;2;1;1;73;1500.0;745.0;83.0;20.55;Apartamento
Apartamento;Barra da Tijuca;3;2;3;127;3500.0;1850.0;350.0;27.56;Apartamento
Casa;Campo Grande;1;0;0;50;650.0;0.0;55.0;13.0;Casa
Apartamento;São Conrado;5;2;3;400;13000.0;4165.0;689.0;32.5;Apartamento
Apartamento;Barra da Tijuca;3;1;3;80;2800.0;1300.0;0.0;35.0;Apartamento
Apartamento;Tijuca;3;1;1;90;2000.0;887.0;123.0;22.22;Apartamento
Apartamento;Ipanema;3;2;1;200;15000.0;1900.0;300.0;75.0;Apartamento
Apartamento;Copacabana;1;0;0;28;1550.0;478.0;24.0;55.36;Apartamento
Apartamento;Ipanema;2;1;1;80;15000.0;3600.0;0.0;187.5;Apartamento
Apartamento;Leblon;4;2;1;140;6000.0;1100.0;410.0;42.86;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;213;2700.0;983.0;0.0;12.68;Apartamento
Apartamento;Santa Teresa;2;0;0;60;1700.0;400.0;12.0;28.33;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;2;90;2800.0;1300.0;200.0;31.11;Apartamento
Apartamento;Leblon;3;2;1;160;18000.0;4000.0;500.0;112.5;Apartamento
Apartamento;Lagoa;3;4;2;380;25000.0;5500.0;1700.0;65.79;Apartamento
Apartamento;Vila Isabel;3;2;0;95;1600.0;700.0;0.0;16.84;Apartamento
Apartamento;Tijuca;2;1;1;70;1500.0;800.0;0.0;21.43;Apartamento
Apartamento;Barra da Tijuca;5;4;5;435;20000.0;4580.0;11000.0;45.98;Apartamento
Apartamento;Barra da Tijuca;4;3;4;192;5000.0;2200.0;562.0;26.04;Apartamento
Apartamento;Tijuca;2;1;0;80;2000.0;650.0;124.0;25.0;Apartamento
Casa;Braz de Pina;3;2;0;90;2000.0;0.0;296.0;22.22;Casa
Apartamento;Tijuca;2;1;0;73;1750.0;580.0;107.0;23.97;Apartamento
Apartamento;Engenho Novo;2;0;0;60;1100.0;175.0;0.0;18.33;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;1750.0;1200.0;87.0;21.88;Apartamento
Apartamento;Jardim Botânico;3;2;3;250;8000.0;2350.0;850.0;32.0;Apartamento
Apartamento;Andaraí;3;1;0;59;1300.0;519.0;0.0;22.03;Apartamento
Apartamento;Copacabana;2;0;0;50;1650.0;470.0;97.0;33.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;3;1;80;1600.0;530.0;1344.0;20.0;Apartamento
Apartamento;Jardim Botânico;2;1;1;80;3500.0;755.0;270.0;43.75;Apartamento
Apartamento;Humaitá;3;2;2;200;9000.0;1200.0;380.0;45.0;Apartamento
Casa;Praça Seca;3;0;1;159;1400.0;0.0;100.0;8.81;Casa
Apartamento;Leblon;1;1;0;60;3000.0;850.0;200.0;50.0;Apartamento
Apartamento;Flamengo;1;0;0;42;2500.0;510.0;335.0;59.52;Apartamento
Apartamento;Lagoa;1;1;0;46;2500.0;953.0;0.0;54.35;Apartamento
Apartamento;Tijuca;1;0;0;59;1250.0;500.0;0.0;21.19;Apartamento
Apartamento;São Conrado;2;1;1;100;2800.0;755.0;0.0;28.0;Apartamento
Apartamento;Flamengo;3;2;3;326;25000.0;3000.0;0.0;76.69;Apartamento
Apartamento;São Cristóvão;2;0;0;47;1300.0;410.0;1350.0;27.66;Apartamento
Apartamento;Ipanema;3;2;2;170;12000.0;1550.0;616.0;70.59;Apartamento
Apartamento;Leblon;3;2;1;150;9800.0;2750.0;1500.0;65.33;Apartamento
Apartamento;Ipanema;3;1;1;130;10000.0;1800.0;300.0;76.92;Apartamento
Apartamento;Méier;2;1;0;60;1000.0;480.0;230.0;16.67;Apartamento
Apartamento;Barra da Tijuca;4;4;3;350;17000.0;2350.0;12440.0;48.57;Apartamento
Apartamento;Barra da Tijuca;2;2;2;78;3200.0;1300.0;0.0;41.03;Apartamento
Apartamento;Recreio dos Bandeirantes;2;4;0;120;2400.0;760.0;233.0;20.0;Apartamento
Apartamento;Cachambi;2;1;0;70;1100.0;281.0;26.0;15.71;Apartamento
Quitinete;Catete;1;0;0;31;1100.0;434.0;55.0;35.48;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;2100.0;890.0;140.0;26.92;Apartamento
Apartamento;Barra da Tijuca;3;1;1;112;2599.0;1450.0;240.0;23.21;Apartamento
Apartamento;Copacabana;3;1;0;130;3800.0;1578.0;559.0;29.23;Apartamento
Apartamento;Copacabana;4;1;0;150;7000.0;1500.0;261.0;46.67;Apartamento
Casa;Jardim Guanabara;3;6;1;325;3700.0;0.0;450.0;11.38;Casa
Apartamento;Recreio dos Bandeirantes;2;2;1;83;2300.0;894.0;293.0;27.71;Apartamento
Apartamento;Ipanema;2;1;0;60;3600.0;956.0;199.0;60.0;Apartamento
Apartamento;Copacabana;4;1;0;260;6500.0;1707.0;436.0;25.0;Apartamento
Apartamento;Tijuca;3;0;1;100;1400.0;400.0;0.0;14.0;Apartamento
Quitinete;Centro;1;0;0;30;1100.0;440.0;24.0;36.67;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;651;35000.0;1700.0;12000.0;53.76;Casa
Apartamento;Recreio dos Bandeirantes;3;2;2;145;2500.0;920.0;0.0;17.24;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;0;85;1800.0;924.0;155.0;21.18;Apartamento
Apartamento;Barra da Tijuca;5;4;5;368;13000.0;3500.0;10000.0;35.33;Apartamento
